name;link;KOI;massJupiter;massEarth;radiusJupiter;radiusEarth;density;temp;transit;period;sma;ecc;inc;dist
Kepler-256d;http://kepler.nasa.gov/Mission/discoveries/kepler256d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00939.02&type=KEPLER_CANDIDATE;;;0.221;2.48;;973;3.1344;5.839172;0.064;;87.09;
Kepler-256e;http://kepler.nasa.gov/Mission/discoveries/kepler256e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00939.04&type=KEPLER_CANDIDATE;;;0.21;2.35;;793;3.5424;10.681572;0.096;;87.66;
Kepler-257b;http://kepler.nasa.gov/Mission/discoveries/kepler257b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00941.02&type=KEPLER_CANDIDATE;;;0.233;2.61;;1079;1.812;2.382667;0.034;;86.52;
Kepler-257c;http://kepler.nasa.gov/Mission/discoveries/kepler257c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00941.01&type=KEPLER_CANDIDATE;;;0.483;5.41;;775;3.288;6.581484;0.066;;89.95;
Kepler-257d;http://kepler.nasa.gov/Mission/discoveries/kepler257d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00941.03&type=KEPLER_CANDIDATE;;;0.442;4.95;;498;2.6544;24.664551;0.16;;88.81;
Kepler-258b;http://kepler.nasa.gov/Mission/discoveries/kepler258b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00951.01&type=KEPLER_CANDIDATE;;;0.362;4.06;;562;3.4176;13.19722;0.103;;89.38;
Kepler-258c;http://kepler.nasa.gov/Mission/discoveries/kepler258c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00951.02&type=KEPLER_CANDIDATE;;;0.322;3.61;;412;4.1256;33.653079;0.193;;89.38;
Kepler-259b;http://kepler.nasa.gov/Mission/discoveries/kepler259b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00954.01&type=KEPLER_CANDIDATE;;;0.25;2.8;;888;2.9544;8.115317;0.079;;87.09;
Kepler-259c;http://kepler.nasa.gov/Mission/discoveries/kepler259c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00954.02&type=KEPLER_CANDIDATE;;;0.241;2.7;;535;4.7232;36.924931;0.217;;88.81;
Kepler-260b;http://kepler.nasa.gov/Mission/discoveries/kepler260b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00986.01&type=KEPLER_CANDIDATE;;;0.179;2.01;;791;3.0264;8.187399;0.075;;88.81;
Kepler-260c;http://kepler.nasa.gov/Mission/discoveries/kepler260c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00986.02&type=KEPLER_CANDIDATE;;;0.155;1.74;;376;6.8256;76.050178;0.332;;89.95;
Kepler-261b;http://kepler.nasa.gov/Mission/discoveries/kepler261b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00988.01&type=KEPLER_CANDIDATE;;;0.194;2.18;;690;2.76;10.381227;0.088;;89.95;
Kepler-261c;http://kepler.nasa.gov/Mission/discoveries/kepler261c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00988.02&type=KEPLER_CANDIDATE;;;0.178;2;;518;2.76;24.570858;0.156;;89.38;
Kepler-262b;http://kepler.nasa.gov/Mission/discoveries/kepler262b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00993.02&type=KEPLER_CANDIDATE;;;0.121;1.36;;732;3.2784;13.060855;0.108;;89.38;
Kepler-262c;http://kepler.nasa.gov/Mission/discoveries/kepler262c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00993.01&type=KEPLER_CANDIDATE;;;0.146;1.64;;617;3.4896;21.853722;0.152;;89.38;
Kepler-263b;http://kepler.nasa.gov/Mission/discoveries/kepler263b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00999.01&type=KEPLER_CANDIDATE;;;0.238;2.67;;592;4.1424;16.568087;0.12;;89.38;
Kepler-263c;http://kepler.nasa.gov/Mission/discoveries/kepler263c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00999.02&type=KEPLER_CANDIDATE;;;0.22;2.47;;417;3.0696;47.332773;0.242;;89.38;
Kepler-264b;http://kepler.nasa.gov/Mission/discoveries/kepler264b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01001.01&type=KEPLER_CANDIDATE;;;0.297;3.33;;843;14.2536;40.806231;0.249;;86.52;
Kepler-264c;http://kepler.nasa.gov/Mission/discoveries/kepler264c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01001.02&type=KEPLER_CANDIDATE;;;0.252;2.83;;560;17.9328;140.101261;0.566;;88.24;
Kepler-265b;http://kepler.nasa.gov/Mission/discoveries/kepler265b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01052.02&type=KEPLER_CANDIDATE;;;0.166;1.86;;1058;3.5904;6.846262;0.069;;89.95;
Kepler-265c;http://kepler.nasa.gov/Mission/discoveries/kepler265c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01052.01&type=KEPLER_CANDIDATE;;;0.235;2.63;;781;4.7328;17.028937;0.127;;89.38;
Kepler-265d;http://kepler.nasa.gov/Mission/discoveries/kepler265d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01052.04&type=KEPLER_CANDIDATE;;;0.222;2.49;;573;3.0648;43.130617;0.236;;88.81;
Kepler-265e;http://kepler.nasa.gov/Mission/discoveries/kepler265e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01052.03&type=KEPLER_CANDIDATE;;;0.231;2.59;;493;7.0656;67.831024;0.319;;89.38;
Kepler-266b;http://kepler.nasa.gov/Mission/discoveries/kepler266b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01070.01&type=KEPLER_CANDIDATE;;;0.221;2.48;;950;3.7176;6.61833;0.071;;87.66;
Kepler-266c;http://kepler.nasa.gov/Mission/discoveries/kepler266c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01070.02&type=KEPLER_CANDIDATE;;;0.347;3.89;;374;8.0808;107.723601;0.457;;89.38;
Kepler-267b;http://kepler.nasa.gov/Mission/discoveries/kepler267b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01078.01&type=KEPLER_CANDIDATE;;;0.177;1.98;;689;1.4928;3.353728;0.037;;87.09;
Kepler-267c;http://kepler.nasa.gov/Mission/discoveries/kepler267c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01078.02&type=KEPLER_CANDIDATE;;;0.19;2.13;;543;1.3512;6.87745;0.06;;87.66;
Kepler-267d;http://kepler.nasa.gov/Mission/discoveries/kepler267d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01078.03&type=KEPLER_CANDIDATE;;;0.203;2.27;;337;2.7432;28.464515;0.154;;89.38;
Kepler-268b;http://kepler.nasa.gov/Mission/discoveries/kepler268b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01113.01&type=KEPLER_CANDIDATE;;;0.227;2.55;;699;4.572;25.934138;0.18;;86.52;
Kepler-268c;http://kepler.nasa.gov/Mission/discoveries/kepler268c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01113.02&type=KEPLER_CANDIDATE;;;0.302;3.38;;474;7.2192;83.446393;0.391;;88.24;
Kepler-269b;http://kepler.nasa.gov/Mission/discoveries/kepler269b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01127.01&type=KEPLER_CANDIDATE;;;0.22;2.47;;951;3.3864;5.326718;0.061;;80.21;
Kepler-269c;http://kepler.nasa.gov/Mission/discoveries/kepler269c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01127.02&type=KEPLER_CANDIDATE;;;0.151;1.69;;824;3.9;8.127899;0.081;;82.51;
Kepler-270b;http://kepler.nasa.gov/Mission/discoveries/kepler270b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01148.01&type=KEPLER_CANDIDATE;;;0.179;2.01;;990;4.8648;11.476094;0.107;;86.52;
Kepler-270c;http://kepler.nasa.gov/Mission/discoveries/kepler270c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01148.02&type=KEPLER_CANDIDATE;;;0.158;1.77;;760;3.6984;25.262887;0.18;;87.66;
Kepler-271b;http://kepler.nasa.gov/Mission/discoveries/kepler271b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01151.01&type=KEPLER_CANDIDATE;;;0.079;0.89;;830;3.3864;5.217738;0.056;;88.81;
Kepler-271c;http://kepler.nasa.gov/Mission/discoveries/kepler271c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01151.02&type=KEPLER_CANDIDATE;;;0.089;1;;933;3.4128;7.410935;0.071;;88.81;
Kepler-272b;http://kepler.nasa.gov/Mission/discoveries/kepler272b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01161.03&type=KEPLER_CANDIDATE;;;0.128;1.43;;1114;2.6472;2.971353;0.038;;84.22;
Kepler-272c;http://kepler.nasa.gov/Mission/discoveries/kepler272c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01161.01&type=KEPLER_CANDIDATE;;;0.16;1.79;;875;3.696;6.057342;0.061;;87.09;
Kepler-272d;http://kepler.nasa.gov/Mission/discoveries/kepler272d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01161.02&type=KEPLER_CANDIDATE;;;0.201;2.25;;718;3.084;10.937304;0.091;;86.52;
Kepler-273b;http://kepler.nasa.gov/Mission/discoveries/kepler273b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01163.01&type=KEPLER_CANDIDATE;;;0.134;1.5;;1201;1.704;2.936532;0.037;;85.37;
Kepler-273c;http://kepler.nasa.gov/Mission/discoveries/kepler273c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01163.02&type=KEPLER_CANDIDATE;;;0.177;1.98;;860;3.3792;8.014927;0.073;;88.81;
Kepler-274b;http://kepler.nasa.gov/Mission/discoveries/kepler274b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01196.02&type=KEPLER_CANDIDATE;;;0.137;1.54;;843;5.5416;11.634788;0.101;;86.8;
Kepler-274c;http://kepler.nasa.gov/Mission/discoveries/kepler274c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01196.03&type=KEPLER_CANDIDATE;;;0.164;1.84;;594;4.5432;33.197861;0.204;;89.5;
Kepler-275b;http://kepler.nasa.gov/Mission/discoveries/kepler275b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01198.02&type=KEPLER_CANDIDATE;;;0.209;2.34;;976;4.968;10.300682;0.098;;89.95;
Kepler-275c;http://kepler.nasa.gov/Mission/discoveries/kepler275c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01198.01&type=KEPLER_CANDIDATE;;;0.302;3.38;;838;5.8872;16.088134;0.132;;89.95;
Kepler-275d;http://kepler.nasa.gov/Mission/discoveries/kepler275d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01198.03&type=KEPLER_CANDIDATE;;;0.297;3.33;;644;7.6344;35.676062;0.224;;88.81;
Kepler-276b;http://kepler.nasa.gov/Mission/discoveries/kepler276b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01203.02&type=KEPLER_CANDIDATE;;;0.256;2.87;;767;3.732;14.12841;0.119;;88.81;
Kepler-276c;http://kepler.nasa.gov/Mission/discoveries/kepler276c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01203.01&type=KEPLER_CANDIDATE;0.052;16.6;0.259;2.9;;584;5.3779;31.884;0.2;;89.38;
Kepler-276d;http://kepler.nasa.gov/Mission/discoveries/kepler276d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01203.03&type=KEPLER_CANDIDATE;0.051;16.3;0.25;2.8;;507;3.8192;48.648;0.265;;89.38;
Kepler-277b;http://kepler.nasa.gov/Mission/discoveries/kepler277b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01215.01&type=KEPLER_CANDIDATE;0.275;87.3;0.261;2.92;;903;8.333;17.324;0.139;;83.08;
Kepler-277c;http://kepler.nasa.gov/Mission/discoveries/kepler277c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01215.02&type=KEPLER_CANDIDATE;0.202;64.2;0.3;3.36;;728;8.1422;33.006;0.214;;85.37;
Kepler-278b;http://kepler.nasa.gov/Mission/discoveries/kepler278b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01221.01&type=KEPLER_CANDIDATE;;;0.363;4.07;;693;7.5072;30.160546;0.207;;87.09;
Kepler-278c;http://kepler.nasa.gov/Mission/discoveries/kepler278c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01221.02&type=KEPLER_CANDIDATE;;;0.32;3.59;;583;11.316;51.078775;0.294;;88.24;
Kepler-279b;http://kepler.nasa.gov/Mission/discoveries/kepler279b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01236.02&type=KEPLER_CANDIDATE;;;0.323;3.62;;996;5.868;12.309681;0.112;;84.8;
Kepler-279c;http://kepler.nasa.gov/Mission/discoveries/kepler279c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01236.01&type=KEPLER_CANDIDATE;0.155;49.4;0.384;4.3;;699;8.1417;35.736;0.232;;87.66;
Kepler-279d;http://kepler.nasa.gov/Mission/discoveries/kepler279d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01236.03&type=KEPLER_CANDIDATE;0.118;37.5;0.277;3.1;;607;7.778;54.414;0.307;;87.66;
Kepler-280b;http://kepler.nasa.gov/Mission/discoveries/kepler280b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01240.01&type=KEPLER_CANDIDATE;;;0.129;1.45;;1311;2.0208;2.139542;0.032;;88.24;
Kepler-280c;http://kepler.nasa.gov/Mission/discoveries/kepler280c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01240.02&type=KEPLER_CANDIDATE;;;0.179;2.01;;1000;0.9;4.807091;0.056;;85.94;
Kepler-281b;http://kepler.nasa.gov/Mission/discoveries/kepler281b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01258.02&type=KEPLER_CANDIDATE;;;0.252;2.82;;676;6.2928;14.646008;0.117;;87.66;
Kepler-281c;http://kepler.nasa.gov/Mission/discoveries/kepler281c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01258.01&type=KEPLER_CANDIDATE;;;0.474;5.31;;499;6.8088;36.337373;0.215;;88.24;
Kepler-282b;http://kepler.nasa.gov/Mission/discoveries/kepler282b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01278.03&type=KEPLER_CANDIDATE;;;0.09;1.01;;910;4.848;9.220524;0.082;;85.94;
Kepler-282c;http://kepler.nasa.gov/Mission/discoveries/kepler282c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01278.04&type=KEPLER_CANDIDATE;;;0.107;1.2;;796;5.5728;13.638723;0.106;;87.66;
Kepler-282d;http://kepler.nasa.gov/Mission/discoveries/kepler282d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01278.01&type=KEPLER_CANDIDATE;0.192;61;0.219;2.46;;653;5.5428;24.806;0.171;;88.24;
Kepler-282e;http://kepler.nasa.gov/Mission/discoveries/kepler282e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01278.02&type=KEPLER_CANDIDATE;0.177;56.2;0.277;3.1;;538;6.6417;44.347;0.252;;88.81;
Kepler-283b;http://kepler.nasa.gov/Mission/discoveries/kepler283b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01298.01&type=KEPLER_CANDIDATE;;;0.19;2.13;;501;2.088;11.008151;0.082;;86.52;
Kepler-283c;http://kepler.nasa.gov/Mission/discoveries/kepler283c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01298.02&type=KEPLER_CANDIDATE;;;0.162;1.82;;247;6.2784;92.743711;0.341;;89.38;
Kepler-284b;http://kepler.nasa.gov/Mission/discoveries/kepler284b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01301.01&type=KEPLER_CANDIDATE;;;0.2;2.24;;692;2.82;12.699149;0.104;;88.24;
Kepler-284c;http://kepler.nasa.gov/Mission/discoveries/kepler284c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01301.02&type=KEPLER_CANDIDATE;;;0.233;2.61;;483;5.352;37.514456;0.213;;89.95;
Kepler-285b;http://kepler.nasa.gov/Mission/discoveries/kepler285b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01305.01&type=KEPLER_CANDIDATE;;;0.12;1.34;;1092;2.0616;2.633867;0.036;;86.52;
Kepler-285c;http://kepler.nasa.gov/Mission/discoveries/kepler285c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01305.02&type=KEPLER_CANDIDATE;;;0.1;1.12;;825;2.9088;6.186676;0.064;;88.24;
Kepler-286b;http://kepler.nasa.gov/Mission/discoveries/kepler286b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01306.01&type=KEPLER_CANDIDATE;;;0.111;1.24;;1489;1.9728;1.796302;0.027;;88.81;
Kepler-286c;http://kepler.nasa.gov/Mission/discoveries/kepler286c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01306.02&type=KEPLER_CANDIDATE;;;0.122;1.37;;1196;2.304;3.468095;0.042;;89.95;
Kepler-286d;http://kepler.nasa.gov/Mission/discoveries/kepler286d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01306.03&type=KEPLER_CANDIDATE;;;0.119;1.33;;995;2.6544;5.914323;0.061;;88.81;
Kepler-286e;http://kepler.nasa.gov/Mission/discoveries/kepler286e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01306.04&type=KEPLER_CANDIDATE;;;0.158;1.77;;587;3.9312;29.221289;0.176;;89.38;
Kepler-287b;http://kepler.nasa.gov/Mission/discoveries/kepler287b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01307.02&type=KEPLER_CANDIDATE;;;0.208;2.33;;677;2.256;20.342199;0.145;;88.81;
Kepler-287c;http://kepler.nasa.gov/Mission/discoveries/kepler287c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01307.01&type=KEPLER_CANDIDATE;;;0.291;3.26;;520;3.5832;44.851896;0.246;;89.38;
Kepler-288b;http://kepler.nasa.gov/Mission/discoveries/kepler288b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01332.02&type=KEPLER_CANDIDATE;;;0.149;1.67;;1035;3.3048;6.097326;0.065;;89.38;
Kepler-288c;http://kepler.nasa.gov/Mission/discoveries/kepler288c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01332.01&type=KEPLER_CANDIDATE;;;0.254;2.85;;703;4.1928;19.305772;0.14;;88.81;
Kepler-288d;http://kepler.nasa.gov/Mission/discoveries/kepler288d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01332.03&type=KEPLER_CANDIDATE;;;0.238;2.67;;492;6.0384;56.633742;0.287;;89.38;
Kepler-289b;http://kepler.nasa.gov/Mission/discoveries/kepler289b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01353.02&type=KEPLER_CANDIDATE;;;0.217;2.43;;755;3.3552;34.543901;0.212;;88.81;
Kepler-289c;http://kepler.nasa.gov/Mission/discoveries/kepler289c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01353.01&type=KEPLER_CANDIDATE;;;1.163;13.04;;491;9;125.866438;0.502;;89.95;
Kepler-290b;http://kepler.nasa.gov/Mission/discoveries/kepler290b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01360.02&type=KEPLER_CANDIDATE;;;0.201;2.25;;575;2.4048;14.589347;0.11;;88.81;
Kepler-290c;http://kepler.nasa.gov/Mission/discoveries/kepler290c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01360.01&type=KEPLER_CANDIDATE;;;0.241;2.7;;422;4.2768;36.77031;0.205;;89.95;
Kepler-291b;http://kepler.nasa.gov/Mission/discoveries/kepler291b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01363.01&type=KEPLER_CANDIDATE;;;0.193;2.16;;1164;2.2656;3.546511;0.047;;86.52;
Kepler-291c;http://kepler.nasa.gov/Mission/discoveries/kepler291c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01363.02&type=KEPLER_CANDIDATE;;;0.168;1.88;;994;1.6464;5.700786;0.065;;86.52;
Kepler-292b;http://kepler.nasa.gov/Mission/discoveries/kepler292b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01364.05&type=KEPLER_CANDIDATE;;;0.118;1.32;;1205;2.0928;2.580827;0.035;;78.5;
Kepler-292c;http://kepler.nasa.gov/Mission/discoveries/kepler292c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01364.04&type=KEPLER_CANDIDATE;;;0.131;1.47;;1075;2.3208;3.715335;0.045;;81.36;
Kepler-292d;http://kepler.nasa.gov/Mission/discoveries/kepler292d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01364.02&type=KEPLER_CANDIDATE;;;0.199;2.23;;864;3.144;7.055679;0.068;;84.22;
Kepler-292e;http://kepler.nasa.gov/Mission/discoveries/kepler292e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01364.03&type=KEPLER_CANDIDATE;;;0.238;2.67;;727;4.0944;11.97901;0.097;;85.94;
Kepler-292f;http://kepler.nasa.gov/Mission/discoveries/kepler292f;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01364.01&type=KEPLER_CANDIDATE;;;0.21;2.35;;602;4.3416;20.834237;0.141;;87.09;
Kepler-293b;http://kepler.nasa.gov/Mission/discoveries/kepler293b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K01366.01&type=KEPLER_CANDIDATE;;;0.274;3.07;;624;4.5336;19.254196;0.144;;89.95;
